globalid,ingestion_time,icao_address,timestamp,latitude,longitude,altitude_baro,heading,speed,vertical_rate,squawk,on_ground,callsign,tail_number,collection_type,flight_number,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_airport_icao,departure_airport_iata,departure_scheduled_time,takeoff_time,arrival_utc_offset,arrival_airport_icao,arrival_airport_iata,arrival_scheduled_time,arrival_estimated_time
{AC181591-39E6-44FB-8168-5517E9ED25CF},2023-02-01T15:07:30.479Z,A0D30C,2/1/2023 3:07:26 PM,36.399055,-121.702043,9775,302.75195,324.3,,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{DFD8F4EE-4C32-458A-9033-9DC022D7CB50},2023-02-01T15:07:35.057Z,A21C4C,2/1/2023 3:07:31 PM,36.589361,-121.854216,,293.36145,9.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{C9575F53-15BF-47FF-B931-27137883833B},2023-02-01T15:07:36.644Z,A21C4C,2/1/2023 3:07:32 PM,36.589371,-121.854272,,293.36145,9.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{8CA09B62-37F2-4D3C-A8E6-9F25458E85BE},2023-02-01T15:07:43.551Z,A21C4C,2/1/2023 3:07:39 PM,36.589489,-121.854639,,292.1581,9.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{7DC9E3A9-4AA9-4EBF-8A88-68993D590321},2023-02-01T15:07:43.460Z,A0D30C,2/1/2023 3:07:39 PM,36.408691,-121.720676,9775,302.72803,324.3,,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{F4EAE25F-DD88-4631-AE58-EA7D2657DA75},2023-02-01T15:07:45.728Z,A21C4C,2/1/2023 3:07:41 PM,36.589524,-121.854727,,292.1581,9.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{3B100424-A7E5-4FF0-B583-2E998EE99F31},2023-02-01T15:07:45.757Z,A0D30C,2/1/2023 3:07:42 PM,36.411621,-121.726341,9775,302.72684,325.1,,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{23BA4FCA-65B4-437D-9C3D-5C9998C5D158},2023-02-01T15:07:48.039Z,A21C4C,2/1/2023 3:07:42 PM,36.589542,-121.854773,,292.1581,8.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{6C68451E-9359-468E-8C74-636CC78695A3},2023-02-01T15:07:53.132Z,A21C4C,2/1/2023 3:07:49 PM,36.589645,-121.855102,,291.83252,7.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{E72F0020-38DB-4761-8036-8BBCF6AAD3CE},2023-02-01T15:07:55.349Z,A21C4C,2/1/2023 3:07:52 PM,36.589691,-121.855216,,291.83252,7.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{F37527D0-41B2-4109-9862-931341BDAD27},2023-02-01T15:07:57.144Z,A21C4C,2/1/2023 3:07:53 PM,36.589698,-121.855253,,291.83252,7.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{93C2BC44-CBBE-4721-A61B-C571C79A1876},2023-02-01T15:07:57.171Z,A0D30C,2/1/2023 3:07:53 PM,36.42215,-121.746712,9775,302.71832,325.1,0,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{4482425D-FD96-413F-9228-34ED22644987},2023-02-01T15:07:59.519Z,A0D30C,2/1/2023 3:07:57 PM,36.423029,-121.748443,9775,302.27036,325.1,0,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{0DC83CB2-08FD-4E0B-9697-82C92581731B},2023-02-01T15:08:03.916Z,A21C4C,2/1/2023 3:08:00 PM,36.589794,-121.855516,,293.57837,6.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{F1C78633-9307-438F-9001-C9B2D54B170A},2023-02-01T15:08:03.946Z,A0D30C,2/1/2023 3:08:00 PM,36.426224,-121.754608,9775,302.7795,320,,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{9E0C3D6C-4005-4B5F-8ACB-D305415DECDA},2023-02-01T15:08:06.108Z,A21C4C,2/1/2023 3:08:02 PM,36.589817,-121.855588,,293.57837,6.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{A261DCB3-9050-40A3-ABB0-6DAC5163F99E},2023-02-01T15:08:12.708Z,A21C4C,2/1/2023 3:08:09 PM,36.589896,-121.855793,,303.24484,4.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{64812CD6-678C-41A8-8CCB-E825D8324689},2023-02-01T15:08:15.029Z,A21C4C,2/1/2023 3:08:11 PM,36.589931,-121.855837,,303.24484,4.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{0BE6B366-18BF-4D4E-AEEF-8DAD9D8FC709},2023-02-01T15:08:15.611Z,A21C4C,2/1/2023 3:08:12 PM,36.589943,-121.85586,,303.24484,4.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{2FFFA7C5-9AD8-4B6D-BF84-E3648F8DAD0C},2023-02-01T15:08:15.650Z,A0D30C,2/1/2023 3:08:12 PM,36.437507,-121.776493,9750,303.3301,313.5,-32,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{44B6B377-E514-4BDB-9A4E-C385979A5844},2023-02-01T15:08:19.733Z,A0D30C,2/1/2023 3:08:17 PM,36.440906,-121.783038,9750,302.84143,308,,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{53FFC09D-F8FD-4FFB-8470-36760F461ECC},2023-02-01T15:08:22.262Z,A21C4C,2/1/2023 3:08:19 PM,36.590001,-121.855925,,303.24484,0.9,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{FC4AEC72-6ADC-49C8-9217-4E77289F8324},2023-02-01T15:08:26.734Z,A21C4C,2/1/2023 3:08:22 PM,36.590012,-121.855931,,303.24484,0,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{58E6EE69-9034-48B8-851A-9307E46B5705},2023-02-01T15:08:28.918Z,A0D30C,2/1/2023 3:08:24 PM,36.446732,-121.794376,9650,302.57166,302.6,,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{14AC2237-AF1A-4AFA-9616-3429EDD324BE},2023-02-01T15:08:28.887Z,A21C4C,2/1/2023 3:08:24 PM,36.590012,-121.855931,,303.24484,0,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{759C1697-5202-4DEE-9AD7-564E336371A9},2023-02-01T15:08:31.198Z,A0D30C,2/1/2023 3:08:26 PM,36.447563,-121.795953,9600,303.2336,300,-1790,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{6BDE95F2-F146-40ED-9F1B-21984B09BCB9},2023-02-01T15:08:31.171Z,A21C4C,2/1/2023 3:08:27 PM,36.590001,-121.855925,,303.24484,0,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{C8651C00-1138-4ED6-874B-6197BEEDAAAA},2023-02-01T15:08:35.710Z,A21C4C,2/1/2023 3:08:30 PM,36.59,-121.855931,,303.24484,0,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{A31786CB-AA45-4874-90B0-4180B2F14ABC},2023-02-01T15:08:38.494Z,A21C4C,2/1/2023 3:08:35 PM,36.590012,-121.855925,,303.24484,1,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{306AABAE-6536-4BCB-9338-00F05348DEB1},2023-02-01T15:08:40.683Z,A0D30C,2/1/2023 3:08:37 PM,36.456116,-121.812572,9275,302.61844,297.7,-1824,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{C5F0ABCA-C919-4A35-BA2A-B1D363415ECB},2023-02-01T15:08:42.467Z,A0D30C,2/1/2023 3:08:39 PM,36.457525,-121.815296,9225,301.23724,297.7,-1824,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{1CEE6F03-9F97-4835-904F-0134F304B68B},2023-02-01T15:08:44.984Z,A0D30C,2/1/2023 3:08:40 PM,36.458359,-121.816864,9175,303.47784,290,-1920,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{388471AB-F5E2-4E61-9B76-6E627160E064},2023-02-01T15:08:56.175Z,A0D30C,2/1/2023 3:08:51 PM,36.466599,-121.832886,8850,302.603,294.1,-1856,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{D89C620A-D1B7-4F5D-B780-1055BA5A354E},2023-02-01T15:08:56.276Z,A21C4C,2/1/2023 3:08:51 PM,36.590298,-121.856003,,347.6161,4.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{BDCE4103-B686-4E35-A3A9-41B9486CC510},2023-02-01T15:08:58.677Z,A21C4C,2/1/2023 3:08:53 PM,36.590327,-121.855983,,347.6161,5.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{AC7FD3F0-A658-4F81-92E7-B59B79446C38},2023-02-01T15:08:58.711Z,A0D30C,2/1/2023 3:08:53 PM,36.468139,-121.835866,8775,303.4292,294.1,-1856,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{49E4EB53-7C1B-44D9-87F1-6364FF521869},2023-02-01T15:08:58.932Z,A21C4C,2/1/2023 3:08:54 PM,36.590366,-121.855974,,347.6161,5.2,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{A969CF28-C0FD-4697-8463-E1B8BF0607AA},2023-02-01T15:08:58.975Z,A0D30C,2/1/2023 3:08:54 PM,36.468796,-121.837177,8750,301.93033,294.1,-1856,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{F9AD8817-E04F-4581-91CA-64CC399157F8},2023-02-01T15:09:01.218Z,A0D30C,2/1/2023 3:08:56 PM,36.469986,-121.839466,8700,302.88025,293,-1856,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{FE670240-B49C-4F15-A267-0D11430CC101},2023-02-01T15:09:01.188Z,A21C4C,2/1/2023 3:08:56 PM,36.590385,-121.855969,,347.6161,6,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{B0A211F3-AB21-42F2-A821-FFCE71E02CE5},2023-02-01T15:09:12.643Z,A0D30C,2/1/2023 3:09:07 PM,36.478226,-121.855545,8400,302.51425,289.6,-1856,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{13F205F0-819F-488A-B124-F38EDBF17E7C},2023-02-01T15:09:12.601Z,A21C4C,2/1/2023 3:09:07 PM,36.590664,-121.855788,,27.459997,5.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{16474C14-D35C-40D9-B2CF-BA6E01F9189F},2023-02-01T15:09:17.209Z,A0D30C,2/1/2023 3:09:12 PM,36.481842,-121.862526,8275,302.79166,287.7,-1440,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{D7BEF144-08DB-4B2A-9CD7-E1C41EB6B138},2023-02-01T15:09:17.173Z,A21C4C,2/1/2023 3:09:12 PM,36.590746,-121.855677,,27.459997,4.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{5EC1C63B-1B4A-48DF-87CD-B112992E71CA},2023-02-01T15:09:19.386Z,A21C4C,2/1/2023 3:09:14 PM,36.590767,-121.855645,,27.459997,3.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{61B443AC-E144-4D5D-9445-73ED74EAF02C},2023-02-01T15:09:19.431Z,A0D30C,2/1/2023 3:09:14 PM,36.483261,-121.86533,8225,302.46494,286.8,-1440,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{F191E7C4-F7DF-4C81-A354-93BC368BC90A},2023-02-01T15:09:21.628Z,A21C4C,2/1/2023 3:09:16 PM,36.590767,-121.855602,,27.459997,2.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{6651A729-EE2A-4368-8998-509B6C865A3D},2023-02-01T15:09:21.665Z,A0D30C,2/1/2023 3:09:16 PM,36.484618,-121.867948,8175,301.7666,286,-1440,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{A06FA674-FD5D-4C51-B2BD-A1F71422B621},2023-02-01T15:09:26.329Z,A0D30C,2/1/2023 3:09:22 PM,36.489075,-121.876602,8025,302.64526,283.2,-1408,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{B7A6A2B4-B86F-46A3-AE06-3B843655788D},2023-02-01T15:09:26.302Z,A21C4C,2/1/2023 3:09:22 PM,36.590767,-121.855502,,27.459997,2.8,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{F9360FF4-3AB4-4F0D-BD02-72DDAC8D806F},2023-02-01T15:09:28.610Z,A0D30C,2/1/2023 3:09:24 PM,36.490391,-121.879227,8000,301.94727,283.2,-1408,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{4B6BB392-7756-4E16-B0A4-A5866365C35E},2023-02-01T15:09:35.112Z,A21C4C,2/1/2023 3:09:30 PM,36.590755,-121.855445,,104.69222,0,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{68DCD17D-CD53-4031-883A-7E4C487651A2},2023-02-01T15:09:35.146Z,A0D30C,2/1/2023 3:09:31 PM,36.495255,-121.888618,7825,302.84668,280.2,-1408,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{30FA847A-8C70-4647-B76D-B97CF3764588},2023-02-01T15:09:35.719Z,A0D30C,2/1/2023 3:09:32 PM,36.495941,-121.889992,7825,301.84317,279.6,-1408,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{9B8B5B0E-7EF8-4EEE-B7FC-3AD84B9F2EA4},2023-02-01T15:09:42.128Z,A21C4C,2/1/2023 3:09:37 PM,36.590757,-121.855443,,104.69222,0.3,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{7D557213-B841-4566-BA43-934B6FA9B294},2023-02-01T15:09:42.170Z,A0D30C,2/1/2023 3:09:38 PM,36.500244,-121.898346,7675,303.2753,276.6,-1280,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{096650FA-EEA3-4915-980A-E390E281070E},2023-02-01T15:09:48.880Z,A0D30C,2/1/2023 3:09:45 PM,36.504961,-121.907511,7550,302.63306,273.8,-1280,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{B6C7EEDE-0D32-4B7A-8F3C-9A81B08BEBA8},2023-02-01T15:09:51.101Z,A0D30C,2/1/2023 3:09:47 PM,36.506378,-121.910305,7500,302.2507,273.8,-1184,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{5D18210F-CD81-478E-983F-0DBE1966654B},2023-02-01T15:10:00.003Z,A21C4C,2/1/2023 3:09:54 PM,36.590584,-121.85493,,112.7824,30.5,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{0972CD45-6881-4785-B90B-AEE46CCBE2D0},2023-02-01T15:10:00.039Z,A0D30C,2/1/2023 3:09:54 PM,36.511199,-121.919666,7375,302.65216,270.2,-1184,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{0B9D6FEA-9192-47C0-A4F4-21990ACB48AB},2023-02-01T15:10:00.247Z,A21C4C,2/1/2023 3:09:57 PM,36.59042,-121.85442,,109.8886,43.5,,6321,-1,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{9EAD358C-524E-4459-B8FA-63F4768B7EB6},2023-02-01T15:10:00.283Z,A0D30C,2/1/2023 3:09:57 PM,36.513201,-121.923581,7300,302.99002,268.8,-1184,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{A6FF0330-99FD-496D-AE49-D039DF6E58C1},2023-02-01T15:10:06.926Z,A0D30C,2/1/2023 3:10:03 PM,36.516925,-121.930828,7175,302.59607,265.2,-1184,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{7A20273C-BD06-456A-8B1E-A13E8FB02C7E},2023-02-01T15:10:06.883Z,A21C4C,2/1/2023 3:10:03 PM,36.589826,-121.852696,199,113.224174,71.7,64,6321,0,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
{28120B4F-0CF7-4559-86C4-55E76977EF50},2023-02-01T15:10:09.323Z,A0D30C,2/1/2023 3:10:05 PM,36.518229,-121.933399,7125,302.2462,264.4,-1184,1007,0,EJA152,N152QS,terrestrial,1L152,GLEX,Bombardier BD-700-1A10 Global 6000,1L,NetJets Aviation,-800,KVNY,VNY,,2023-02-01T14:33:56Z,-800,KMRY,MRY,,
{304A6CA9-26A9-49ED-90A9-55FA94117235},2023-02-01T15:10:11.368Z,A21C4C,2/1/2023 3:10:07 PM,36.589279,-121.851139,199,113.63082,90.1,192,6321,0,ENY3655,N235NN,terrestrial,AA3655,E75L,Embraer 170-200LR-175LR,MQ,Envoy Air,-800,KMRY,MRY,2023-02-01T14:58:00Z,,-600,KDFW,DFW,2023-02-01T18:22:00Z,2023-02-01T18:30:00Z
